,reviews,ratings
4453,I'm amazed with how good these brushes are for a couple bucks!,5
4454,I really like the stove.......only thing I do not like Is that it stays extremely hot giving off a lot of heat.,4
4455,i liked it . Nice shades and easy to wear. Non sticky. That is why i gave it a 4 star.,4
4456,Handy. Lightweight. Lots of attachments. Portable. Very useful.,5
4457,"Very brown.  Looked peachy in the picture, it's not.",2
4458,"The actual product does not have the black lettering that the image has. Feels rather cheap, but will work for cosplay.",3
4459,Really like the nice mild fragrance.  Cannot find this Old Spice Body Wash Foxcrest on the local retail shelves for some unknown reason???,5
4460,These are terrible. I'm so disappointed. The suction was so weak when I used these. They are worthless.,1
4461,"Best Shampoo I have ever used, You would be foolish not to try it.",5
4462,It arrived broken. Very cheaply made. Flowers are pretty though. Sorry the pic is a bit blurry.,1
4463,SEEING A LITTL BIT FULLER LASHES.  WAITING FOR IT  TO KICK IN.  I  HAVE USED IT FOR 3WEEKS NOW,4
4464,lost zero inches. look exactly the same. i had so much hope :( oh well eat right and exercise will do the trick,1
4465,"THE CHAIN WILL NOT FIT YOUR HEAD.  If you plan on wearing this, don't buy it.",1
4466,"bought this razor and was completely disappointed, doesn't do the job, find another razor this one is a lemon.",1
4467,"These are the standard refills for this rasor, no big surprise either way.
Order fulfilled in reliable, fast manner. It works just fine.",4
4468,This gel is awful in my option. As soon as I'm done doing my nails it peels right off. Waste of money,1
4469,"Bigger than I thought, which makes it a little bit harder to use, but it works great!",4
4470,I really like this bubble bath! The smell is great! I feel so relaxed after using it.,4
4471,"Good hair dryer, but I don't think it really qualifies as ""Low Noise."" About average on the noise front.",4
4472,"the foundation is fine but i was supposed to get 2 packs, got one only. ",2
4473,Shipped two of same. I ordered one each to include the Quinine Tonic,3
4474,"Lacks power, but the dual voltage feature is definitely nice when travelling although not yet used.",3
4475,Bristles seem to hold hair and the release button doesn't help.  I have had the one with black bristles and did not have this problem.,2
4476,"Great protective gloves. A little large for my hands, but it's still worth it",4
4477,"Wonderful product. After blow drying, use this to finish & it gives your hair a nice shine.",4
4478,"Reliable product, it's still working after so many years. It's light, good for travel.",4
4479,Love the Argan Oil!  Have noticed more softness and glow.,4
4480,In the picture it looks small and elegant but when it came it looked more like a children's knecklace bulky,1
4481,These will make a cute little gift. You can't beat he price which is why I even bought them. Came quick too.,5
4482,I uses because I have a little scar to hide and it works perfectly,5
4483,"works great for me, have used it for years, never really tried anything else.",5
4484,"Dry your hands , it is very hard on your skin . Expensive and harsh to your skin , I do not recommend this at all!",1
4485,"was not impressed, even though very inexpensive , I only had the pleasure to wear it once. Already broke! Too bad",1
4486,I've just started using this product.  I'm in my second week and am starting to see a difference around my eyes.,4
4487,"The powder works great and leaves no residue, I only gave it a 4 rating because I haven't tried the lotion yet.",4
4488,Haven't noticed any difference after  month now.  Glad I didn't pay full price!,3
4489,The product itself is great. The container purchased from the recent seller was defective.,1
4490,Had to super glue some of the brush tips back onto the wooden stick and the bristles fall out easily. You get what you pay for.,3
4491,"This product is too coarse for the soap to get through. I simply do not like it. It is, however, a great exfoliator.",2
4492,Best addition to my Santa makeup ever.  Really helps my face sweat less and provides a nice prep for my makeup,5
4493,"Its garbage!!
Cheap material and its noisy when rotating!
Its not worthy your money, DO NOT BUY.",1
4494,"Love this still using it.
Less dental work when I go see my dentist :)",4
4495,"This stuff is not so great. Its just very oily. There's much better pomade around, though it will cost more.",1
4496,These save your eyes in a tanning booth! Most salons will not let you use tanning booths without them. Highly recommended.,4
4497,the first few times of use it irritated my skin after about a week my skin got used to it and it is very easy to clean as well,4
4498,Leaves my hair in a waxy texture.. others shampoo bars leave it smooth and silky. Guess it depend on the hair texture,2
4499,Love the product.  However it was over priced by this seller.,3
4500,"Nice, everyone is very friendly when I wear it.",4
4501,"Easy to use, beautiful result with the exact color I want. Great instructions. I've used Tints of Nature for many months and recommend it.",5
4502,It does a great job when I trim my beard. I also sometimes use it to shave too.,4
4503,It is a nice soap bowl.  The laquer job is very good.  I would buy it again if I needed another one.,5
4504,"Small and doesn't pull or snag, this shaver can reach narrow places and get very close to the skin. A really great trimmer for ladies!",5
4505,"The candle in hand looks better than the photo plus the aroma is oo la la for those intimate moments, I dare say!",5
4506,"Easy for diaper bag, thickness makes it hard to squeeze with one hand",4
4507,Completely matte and color is amazing but it's so sticky when I close my mouth there is a lag of my lips opening expected much more,3
4508,Too small and wimpy compared to original style that came with my Braun.,2
4509,Fragile two broke in first day!!! Hope rest will not.. Too expensive for 5 @ $5 of this bad quality!!!,1
4510,I love this product.  I can keep my sensitive areas shaved and no bumps or razor burn.  I also use it as an after shave lotion.,5
4511,Not met the expectations because did not received how i want it.,1
4512,after the 3 week trial period I am very satisfied with the performance. close shave and holds the charge well extremely quiet,4
4513,"It is reasonably prices product  that I think works just as well as the more expensive pomades, like Crew and such.",4
4514,"I have only been using the product a week so it is too early to know if it works.  It is easy to apply,",4
4515,cheap and simple body chain. goes with anything & i won't cry about it when it breaks lol. I would purchase this again.,5
4516,Very oily and really doen't seem to be doing much to raise an eyebrow to the oppesit sex. Not impressed... Sorry,1
